SIGN, B365D, BWD, IWD, LBD, PSD, WHD, SJD, VCD
1, 3.25, 3.25, 3.2, 3, 3.25, 3.25, 3.25, 3
0, 5.5, 4.85, 5, 4.5, 5, 5, 5, 5
0, 3.4, 3.4, 3.4, 3.1, 3.4, 3.4, 3.3, 3.4
1, 3.1, 3.2, 3.2, 3, 3.1, 3.2, 3.3, 3
1, 3.25, 3.2, 3.25, 3, 3.2, 3.2, 3.3, 3
1, 3.4, 3.65, 3.4, 3.7, 3.4, 3.6, 3.5, 3.5
0, 3.25, 3.3, 3.2, 3.1, 3.2, 3.25, 3.4, 3.25
0, 3.25, 3.2, 3.2, 3, , 3.2, 3.1, 3.2
0, 3.1, 3.1, 3.15, 3, 3.2, 3.2, 3.2, 3.25
0, 3.1, 3.05, 3.1, 3, 3.2, 3.2, 3.1, 3.2
0, 3.2, 3.1, 3.15, 3, 3.2, 3.1, 3.2, 3.2
0, 5, 4.75, 4.9, 4.5, 5, 5, 5, 4.75
0, 3.25, 3.4, 3.3, 3.3, 3.2, 3.5, 3.3, 3.4
1, 3.2, 3.1, 3.15, 3, 3.1, 3.2, 3.2, 3.2
0, 3.1, 3.1, 3.1, 2.9, 3.2, 3.2, 3.1, 3.25
0, 4, 4.25, 4.1, 4, 4, 4.33, 4.33, 3.75
0, 3, 3.15, 3.15, 3, , 3.1, 3.1, 3
0, 3.2, 3.25, 3.2, 3, 3.1, 3.25, 3.1, 3.25
0, 4.33, 5, 5, 4.2, 4.5, 4.5, 4.5, 5
0, 3, 3.2, 3.1, 3, 3.1, 3.1, 3.1, 3
0, 3.5, 3.55, 3.4, 3.2, 3.4, 3.5, 3.5, 3.5
0, 3.5, 3.35, 3.25, 3.1, 3.25, 3.4, 3.1, 3.25
1, 3.4, 3.4, 3.3, 3.2, 3.1, 3.4, 3.1, 3.25
0, 3.4, 3.5, 3.3, 3.3, 3.25, 3.4, 3.3, 3.4
0, 3.2, 3.1, 3.1, 3, 3.2, 3.2, 3.1, 3
0, 3.3, 3.35, 3.2, 3.2, 3.2, 3.25, 3.2, 3
0, 3.25, 3.3, 3.2, 3.1, 3.2, 3.2, 3.2, 3.25
0, 5, 5.65, 5.5, 5, 5, 5.6, 5, 4.5
0, 3.3, 3.4, 3.3, 3.2, 3.25, 3.4, 3.3, 3.4
0, 3.2, 3.2, 3.2, 3, 3.2, 3.2, 3.2, 3
1, 3, 3.15, 3, 3, 3.1, 3.1, 3, 3
1, 3.2, 3.25, 3, 3, 3.1, 3.25, 3.2, 3
1, 3.8, 3.75, 3.6, 3.4, 3.5, 3.5, 3.5, 3.5
0, 3.3, 3.3, 3.25, 3.1, 3.2, 3.3, 3.2, 3
0, 3.3, 3.2, 3.2, 3.1, 3.2, 3.25, 3, 3
0, 3.2, 3.05, 3.1, 3, 3.1, 3.2, 3.1, 3
0, 3.2, 3.1, 3, 3, 3.1, 3.2, 3.1, 3
1, 3.25, 3.25, 3.25, 3.1, 3.2, 3.3, 3.3, 3.25
0, 3.5, 3.6, 3.4, 3.4, 3.25, 3.6, 3.5, 3.5
0, 3.25, 3.15, 3.2, 3, 3.2, 3.25, 3.1, 3
0, 3.2, 3.25, 3.2, 3, 3.2, 3.2, 3.2, 3.1
0, 3.5, 3.75, 3.6, 3.7, 3.4, 3.6, 3.3, 3.6
0, 3.25, 3.3, 3.25, 3.1, 3.2, 3.25, 3.4, 3.25
0, 5, 5.35, 5.25, 4.8, 5, 5.5, 4.5, 5
0, 3.25, 3.45, 3.25, 3.2, 3.2, 3.25, 3.1, 3.25
0, 3.25, 3.25, 3.2, 3.1, 3.2, 3.3, 3.2, 3.2
0, 3.4, 3.65, 3.6, 3.5, 3.4, 3.5, 3.5, 3.6
0, 3.75, 3.8, 3.6, 3.4, 3.4, 3.6, 3.6, 3.5
1, 3.2, 3.1, 3.1, 3, 3.2, 3.1, 3.2, 3.1
0, 5, 6.25, 5, 5, 5, 5.5, 5, 5.5
0, 3.1, 3.25, 3.1, 3, 3.2, 3.2, 3.2, 3
0, 3.3, 3.25, 3.2, 3.1, 3.2, 3.2, 3.25, 3.25
1, 3.1, 3.15, 3.1, 3, 3.2, 3.2, 3.2, 3
0, 3.1, 3.25, 3.1, 3, 3.2, 3.2, 3.2, 3.25
1, 3.2, 3.25, 3.1, 3, 3.2, 3.2, 3.2, 3.25
0, 3.1, 3.1, 3.1, 3, 3.2, 3.1, 3.1, 3
1, 3.75, 3.8, 3.6, 3.7, 3.4, 3.6, 3.6, 3.5
0, 4, 4, 4, 3.9, 4, 4, 3.6, 3.75
0, 3.25, 3.3, 3.2, 3.1, 3.25, 3.25, 3.1, 3.25
0, 3.75, 3.9, 3.5, 3.7, 3.4, 3.5, 3.3, 3.6
0, 3.2, 3.25, 3.2, 3.1, 3.2, 3.25, 3.1, 3.25
0, 3.4, 3.45, 3.3, 3.2, 3.5, 3.4, 3.3, 3.25
0, 3.5, 3.75, 3.5, 3.5, 3.25, 3.6, 3.5, 3.5
0, 3.1, 3.2, 3.2, 3, 3.1, 3.25, 3.1, 3
0, 3.1, 3.3, 3.2, 3.1, 3.2, 3.2, 3, 3
0, 3.1, 3.25, 3.1, 3, 3.2, 3.2, 3.1, 3.1
0, 4.33, 4.5, 4.5, 4.2, 4.33, 4.33, 4.33, 4.33
0, 3.1, 3.15, 3.1, 3, 3.1, 3.2, 3.1, 3.2
0, 3.1, 3.15, 3.1, 3, 3.2, 3.1, 3.1, 3
1, 3.2, 3.35, 3.25, 3.1, 3.2, 3.25, 3.2, 3.2
0, 3.6, 3.85, 3.75, 3.7, 3.4, 3.6, 3.75, 3.5
0, 3.4, 3.3, 3.4, 3.3, 3.3, 3.4, 3.3, 3.4
0, 3.1, 3.15, 3.1, 3, 3.2, 3.1, 3.1, 3.2
0, 3.5, 3.55, 3.5, 3.7, 3.4, 3.75, 3.5, 3.5
0, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.4, 3.5
0, 3.25, 2.9, 3.1, 3, 3.1, 3.2, 3.1, 3.2
0, 3.1, 3.1, 3.1, 3, 3.1, 3.2, 3.1, 3.2
1, 3.3, 3.4, 3.3, 3.2, 3.4, 3.25, 3.4, 3.2
1, 3.4, 3.4, 3.4, 3.2, 3.4, 3.4, 3.3, 3.25
0, 3.5, 3.45, 3.4, 3.2, 3.4, 3.4, 3.4, 3.25
0, 3.2, 3.25, 3.25, 3.2, 3.1, 3.25, 3.25, 3.25
0, 5.25, 5.25, 5.25, 5, 5, 5.5, 5, 5
0, 5.25, 5.25, 5, 5, 5, 5.5, 5, 5
1, 3.1, 3.15, 3.1, 3, 3.2, 3.2, 3.2, 3
0, 3.3, 3.35, 3.25, 3.2, 3.25, 3.4, 3.1, 3.25
0, 3.1, 3.1, 3.2, 3, 3.1, 3.2, 3.2, 3
0, 5.25, 5.25, 5.25, 5, 5, 5.6, 5, 5
1, 3.2, 3.35, 3.25, 3.2, 3.25, 3.3, 3.4, 3.25
0, 4.5, 4.75, 4.5, 4.2, 4.5, 4.5, 4.33, 4.33
1, 3.1, 3.2, 3.1, 3, 3.2, 3.2, 3.2, 3.1
1, 3.3, 3.45, 3.3, 3.2, 3.25, 3.4, 3.25, 3.4
1, 3.1, 3.15, 3.1, 3, 3.1, 3.1, 3.1, 3
0, 4.2, 3.9, 3.8, 3.8, 3.75, 4, 4, 4
1, 3.2, 3.35, 3.3, 3.1, 3.25, 3.4, 3.2, 3.2
0, 3.2, 3.4, 3.4, 3.2, 3.25, 3.5, 3.1, 3.25
0, 3.2, 3.2, 3.2, 3, 3.1, 3.2, 3.1, 3.2
0, 3.4, 3.45, 3.4, 3.7, 3.4, 3.5, 3.3, 3.4
0, 3.75, 3.75, 3.5, 3.5, 3.25, 3.5, 3.6, 3.4
0, 3, 3.15, 3, 3, 3.1, 3.1, 3.2, 3.2
0, 3.25, 3.3, 3.25, 3.1, 3.2, 3.25, 3.3, 3.25
1, 3.1, 3.2, 3.1, 3, 3.2, 3.2, 3.2, 3
0, 3.3, 3.4, 3.3, 3.2, 3.25, 3.4, 3.5, 3.25
1, 3.2, 3.25, 3.2, 3.1, 3.25, 3.3, 3.3, 3.25
1, 3.1, 3.15, 3, 3, 3.2, 3.1, 3.2, 3.1
0, 3.1, 3.15, 3.1, 3, 3.1, 3.2, 3.2, 3.1
1, 4.33, 4.5, 4.2, 3.7, 4, 4, 4, 4
0, 5, 5.15, 5, 5.2, 5.5, 5.6, 5, 5.5
0, 3.8, 4.15, 4.2, 3.9, 4, 4.33, 3.75, 4
0, 3, 3.2, 3.1, 3, 3.2, 3.2, 3.1, 3.1
1, 3.1, 3.35, 3.2, 3.1, 3.2, 3.25, 3.25, 3.2
0, 3.1, 3.45, 3.4, 3.2, 3.25, 3.3, 3.3, 3.4
0, 3.2, 3.2, 3.1, 3, 3.2, 3.1, 3.1, 3.1
0, 4.2, 4.25, 4.2, 3.8, 4, 4.33, 4, 4
0, 5, 5, 4.75, 4.5, 4.5, 4.75, 4.8, 5
1, 3.5, 3.65, 3.5, 3.4, 3.25, 3.5, 3.5, 3.4
1, 3.3, 3.35, 3.25, 3.1, 3.1, 3.3, 3.25, 3.2
1, 3.25, 3.2, 3.2, 3, 3.1, 3.25, 3.2, 3.2
1, 3.25, 3.35, 3.25, 3.2, 3.1, 3.25, 3.25, 3.25
0, 3.1, 3.2, 3.1, 3, 3.1, 3.2, 3.1, 3
0, 3.2, 3.2, 3.25, 3.1, 3.2, 3.25, 3.2, 3.2
0, 3.2, 3.25, 3.25, 3.1, 3.2, 3.25, 3.25, 3.25
1, 6, 6.5, 6, 6, 6.5, 6, 6, 6
0, 3.1, 3.2, 3.1, 3, 3.1, 3.1, 3.1, 3
0, 3.1, 3.15, 3.1, 3, 3.1, 3.1, 3.1, 3
0, 3.8, 3.65, 3.6, 3.5, 3.6, 3.75, 3.4, 3.5
1, 3.2, 3.15, 3.1, 3, 3.1, 3.1, 3.1, 2.88
0, 5, 5, 4.5, 3.8, 4.33, 4.5, 4.33, 4.5
0, 3.2, 3.15, 3.1, 3, 3.1, 3.2, 3.1, 3.2
0, 3.5, 3.7, 3.5, 3.2, 3.5, 3.4, 3.6, 3.55
0, 3.3, 3.55, 3.25, 3.4, 3.25, 3.5, 3.5, 3.4
0, 4, 3.9, 3.75, 3.7, 3.6, 3.6, 3.6, 3.6
0, 3.6, 4, 3.9, 3.8, 3.6, 3.75, 3.75, 3.75
0, 3, 3.1, 3.1, 3, 3.1, 3.1, 3.1, 3
0, 3.1, 3.2, 3.2, 3, 3.2, 3.2, 3.2, 3.1
1, 3.25, 3.1, 3.2, 3.1, 3.1, 3.3, 3.2, 3.25
0, 3.3, 3.25, 3.25, 3.2, 3.25, 3.25, 3.25, 3.25
1, 3.25, 3.25, 3.2, 3, 3.2, 3.2, 3.2, 3.2
1, 3, 3.1, 3.1, 3, 3.1, 3.1, 3.2, 3.2
0, 3.1, 3.1, 3.2, 3, 3.2, 3.2, 3.2, 3.2
0, 4.2, 4.5, 4.25, 3.8, 4, 4.33, , 4.33
0, 3.1, 3.1, 3.1, 3, 3.1, 3.1, 3.2, 3
0, 3.6, 3.5, 3.4, 3.2, 3.25, 3.4, 3.3, 3.25
1, 3.3, 3.1, 3.2, 3.1, 3.25, 3.25, 3.2, 3.2
1, 4.5, 4, 4, 3.8, 4, 4.2, 4.5, 4
0, 4, 5, 4.25, 4, 4, 4.6, 4, 4.33
0, 3.2, 3, 3.2, 2.9, 3, 3.2, 3.1, 3.1
0, 3.3, 3.3, 3.25, 3.1, 2.9, 3.25, 3.2, 3.25
1, 3.2, 3.05, 3.1, 3, 3, 3.2, 3.1, 3.1
1, 3.2, 3.05, 3.1, 3, 3, 3.1, 3.1, 3
1, 3.6, 3.5, 3.5, 3.4, 3.4, 3.5, 3.4, 3.4
0, 3.1, 3.15, 3.2, 3.1, 3.2, 3.2, 3.1, 3
0, 3.4, 3.35, 3.4, 3.3, 3.2, 3.3, 3.3, 3.2
0, 3.6, 3.5, 3.5, 3.3, 3.3, 3.5, 3.5, 3.4
0, 3.5, 3.4, 3.6, 3.7, 3.4, 3.6, 3.6, 3.6
0, 3.2, 3.1, 3.1, 3.1, 3, 3.2, 3.1, 3
1, 3, 3.05, 3, 3, 3.1, 3.1, 3.2, 3
1, 3.1, 3.1, 3.1, 3, 3.1, 3.1, 3, 3.1
0, 3.1, 3.05, 3.1, 3, 3.2, 3.1, 3.2, 3.2
1, 3, 3.1, 3.1, 3, 3.1, 3.1, 3.2, 3.1
0, 3, 3.05, 3.1, 3, 3.1, 3.1, 3.2, 3.1
0, 5, 5, 5.2, 4.5, 4.5, 5.25, 5, 5
0, 6, 5.25, 5.25, 5, 5, 6, 5.5, 5.5
0, 3.1, 3.1, 3.1, 3, 3.1, 3.2, 3.1, 3
1, 3.2, 3.2, 3.15, 3.1, 3.2, 3.25, 3.1, 3.1
0, 3.1, 3.1, 3.1, 3, 3.2, 3.1, 3.1, 3
1, 3.25, 3.15, 3.15, 3.1, 3.1, 3.2, 3.1, 3.2
0, 3.1, 2.95, 3.1, 3, 3.2, 3.2, 3.1, 3
0, 3, 3.1, 3.1, 3, 3.1, 3.1, 3.2, 3
1, 3.5, 3.65, 3.5, 3.7, 3.4, 3.6, 3.75, 3.5
0, 4.5, 4.5, 4.25, 4, 4, 4.5, 4.33, 4.33
0, 4, 3.65, 3.75, 3.9, 3.4, 3.75, 3.6, 3.6
0, 3.4, 3.55, 3.5, 3.4, 3.25, 3.6, 3.75, 3.4
1, 3.2, 3.1, 3.1, 3.1, 3.2, 3.25, 3.2, 3.1
0, 3.5, 3.45, 3.5, 3.5, 3.25, 3.5, 3.75, 3.4
1, 3.2, 3.1, 3, 3, 3.2, 3.2, 3.2, 3
0, 3.1, 3.1, 3.1, 3.1, 3.2, 3.2, 3.2, 3.1
1, 3.6, 3.5, 3.75, 3.8, 3.4, 3.75, 3.75, 3.75
0, 3.2, 3, 3, 2.8, 3.1, 3.1, 3.1, 3
0, 3.5, 3.3, 3.3, 3.2, 3.25, 3.4, 3.3, 3.4
0, 3.1, 3.2, 3, 3.1, 3.1, 3.1, 3, 3
0, 3, 3, 3, 2.9, 3.2, 3.1, 3, 3.1
0, 3.75, 4.5, 4.25, 4.2, 3.75, 4, 4, 4.33
0, 4.75, 5, 4.75, 4.8, 4, 4.75, 4.5, 5
0, 3, 2.9, 3, 3, 3.1, 3.1, 3, 3.1
1, 3.75, 4, 3.75, 3.8, 3.75, 4, 3.75, 3.75
1, 3.2, 3.2, 3.2, 3.1, 3.2, 3.25, 3.2, 3.2
0, 3.5, 3.55, 3.5, 3.3, 3.4, 3.6, 3.6, 3.6
0, 3.4, 3.35, 3.3, 3.5, 3.25, 3.4, 3.3, 3.4
1, 3, 3.1, 3.1, 3, 3, 3.2, 3.1, 3.1
0, 3.3, 3.3, 3.3, 3.1, 3.25, 3.25, 3.4, 3.25
0, 3.1, 3.25, 3.2, 3.2, 3.2, 3.25, 3, 3.2
1, 3.2, 3.15, 3.2, 3.1, 3.2, 3.2, 3.2, 3
0, 3.2, 3.2, 3.2, 2.8, 3.2, 3.2, 3.1, 3.2
0, 3.25, 3, 3.15, 3, 3.2, 3.2, 3.1, 3.1
0, 5.5, 5, 5.25, 5, 5, 5.25, 5.5, 5.5
1, 3.25, 3.1, 3.2, 3.1, 3.2, 3.2, 3.1, 3.2
0, 5.5, 5, 5.25, 5, 4.6, 5.5, 5, 5.5
0, 3.2, 3.1, 3.1, 3, 3.1, 3.2, 3.1, 3.1
0, 3.4, 3.45, 3.4, 3.3, 3.4, 3.5, 3.3, 3.4
0, 3.2, 3.1, 3.2, 3, 3.2, 3.2, 3, 3.25
0, 5.5, 5, 5.25, 5, 5.5, 5.6, 5.5, 5.5
0, 3.5, 3.5, 3.5, 3.3, 3.4, 3.6, 3.3, 3.4
0, 3.1, 3.05, 3.1, 3, 3, 3.1, 3.1, 2.88
0, 3.6, 3.85, 3.75, 3.9, 3.6, 3.6, 3.75, 3.5
0, 3.4, 3.45, 3.4, 3.7, 3.4, 3.5, 3.4, 3.5
1, 3.4, 3.45, 3.5, 3.7, 3.25, 3.5, 3.5, 3.4
0, 3.25, 3.3, 3.2, , 3.25, 3.25, 3.2, 3.25
1, 3.5, 3.55, 3.5, 3.5, 3.5, 3.5, 3.5, 3.4
0, 3.5, 3.5, 3.5, 3.7, 3.4, 3.6, 3.6, 3.6
0, 3.1, 3.1, 3.2, 3, 3.2, 3.2, 3.1, 3
1, 3.25, 3.3, 3.2, 3.1, 3.3, 3.2, 3.3, 3.25
0, 6, 6, 6, 6.5, 3.5, 6.5, 5.5, 6
1, 3.2, 3.15, 3.2, 3.1, 3.5, 3.2, 3.5, 3.1
0, 3.4, 3.25, 3.3, 3.1, 3.5, 3.4, 3.5, 3.25
0, 6, 7, 6, 7, 6, 6.5, 6, 6
1, 3.25, 3.4, 3.25, 3.1, , 3.4, 3.5, 3.25
0, 5, 4.5, 5, 5, 5, 4.75, 5, 5
0, 4.2, 4.25, 3.9, 3.8, 3.75, 4.2, 3.75, 3.75
1, 3.3, 3.45, 3.35, 3.2, 3.25, 3.5, 3.2, 3.4
1, 3.5, 3.5, 3.4, 3.3, 3.25, 3.6, 3.3, 3.4
0, 3.2, 3.25, 3.2, 3, 3.2, 3.2, 3.2, 3
0, 3.4, 3.65, 3.6, 3.5, 3.4, 3.6, 3.75, 3.6
0, 3, 3.15, 3.1, 3, 3.2, 3.2, 3.2, 3
0, 3.1, 3.25, 3.15, 2.9, 3.2, 3.2, 3.2, 3
0, 5.5, 7, 6.25, 4.8, 6, 6, 6, 6
0, 3.1, 3.35, 3.15, 2.9, 3.2, 3.2, 3.2, 3.2
0, 3.5, 3.6, 3.6, 3.4, 3.4, 3.8, 3.5, 3.6
0, 3.3, 3.25, 3.3, 3.2, 3.2, 3.25, 3.4, 3.25
0, 5, 4.65, 4.85, 4.2, 4.6, 5, 4.33, 5
0, 3.2, 3.1, 3.15, 3, 3.2, 3.2, 3.2, 3
1, 3.2, 3.2, 3.2, 3.1, 3.25, 3.2, 3.25, 3.2
0, 3.2, 3.1, 3.2, 2.9, 3.2, 3.2, 3.2, 3.25
0, 3.2, 3.35, 3.3, 3.2, 3.2, 3.25, 3.2, 3.25
0, 3.5, 3.6, 3.55, 3.5, 3.4, 3.5, 3.5, 3.6
1, 3.2, 3.1, 3.1, 2.8, , 3.2, 3.1, 3
0, 3.2, 3.2, 3.2, 3, 3.1, 3.2, 3.1, 3.2
0, 4.33, 4, 4.5, 4.2, 4, 4.8, 3.75, 4.33
0, 3.1, 3.05, 3.1, 3.1, 3, 3.2, 3.1, 3.1
0, 3.2, 3.1, 3.2, 3.1, 3.1, 3.1, 3.1, 3.1
0, 3.5, 3.75, 3.6, 3.5, 3.4, 3.6, 3.5, 3.4
0, 3.1, 3.15, 3.1, 3.1, 3.1, 3.2, 3.2, 3.1
0, 3.1, 3.1, 3.2, 3.1, 3.2, 3.25, 3.2, 3.2
1, 3.1, 3.1, 3.15, 3, 3.2, 3.1, 3.2, 3.1
0, 3.1, 3.1, 3.2, 3, 3.1, 3.1, 3.1, 3.1
1, 3.25, 3.1, 3.1, 2.9, 3.2, 3.2, 3.1, 3.2
0, 4.5, 4, 4.5, 4.2, 4.5, 4.5, 4.33, 4.5
1, 3.4, 3.25, 3.3, 3.2, 3.25, 3.4, 3.4, 3.4
0, 3.2, 3.1, 3.1, 3, 3.2, 3.2, 3.1, 3.2
0, 3.4, 3.6, 3.4, 3.3, 3.25, 3.5, 3.4, 3.25
0, 3.1, 3.1, 3.1, 3, 3.2, 3.25, 3.1, 3.2
1, 3.2, 3.1, 3.1, 2.9, 3.2, 3.2, 3.1, 3.2
0, 3.25, 3.25, 3.2, 3.1, 3.25, 3.25, 3.4, 3.25
0, 3.3, 3.2, 3.3, 3, 3.25, 3.25, 3.25, 3.2
0, 3.3, 3.3, 3.25, 3.1, 3.4, 3.3, 3.2, 3.25
0, 3.2, 3.1, 3.2, 3, 3.2, 3.2, 3.1, 3.2
0, 4.5, 4.8, 4.4, 4, 4.5, 4.2, 4, 4.5
1, 3.2, 3.1, 3.2, 3, 3.2, 3.2, 3.1, 3.2
0, 3.3, 3.3, 3.25, 3.1, 3.25, 3.25, 3.2, 3.2
1, 3.1, 3.05, 3.1, 3, 3.1, 3.2, 3.1, 3.2
0, 3.2, 3.05, 3.1, 3, 3.1, 3.2, 3.1, 3.2
0, 4.33, 4.05, 4.4, 4, 4.5, 4.2, 4, 4
0, 3.5, 3.75, 3.5, 3.5, 3.5, 3.5, 3.5, 3.6
0, 3.5, 3.6, 3.6, 3.4, 3.4, 3.6, 3.4, 3.6
1, 3, 3, 3.1, 3, 3.2, 3.2, 3.1, 3.2
0, 3.2, 3.1, 3.15, 3, 3.2, 3.2, 3.1, 3.2
1, 3.25, 3.5, 3.4, 3.2, 3.25, 3.4, 3.4, 3.4
0, 3.4, 3.25, 3.5, 3.5, 3.5, 3.5, 3.3, 3.4
0, 3.25, 3.3, 3.3, 3.2, 3.25, 3.4, 3.3, 3.4
0, 3.25, 3.4, 3.3, 3.1, 3.2, 3.25, 3.3, 3.2
0, 3.75, 4.25, 4, 4, 4.33, 4.2, 4, 4.33
0, 3.75, 4, 3.7, 3.8, 3.75, 4, 3.75, 4
0, 3.2, 2.95, 3.1, 2.8, 3.1, 3.2, 3.1, 3.1
1, 3.2, 3.2, 3.2, 3.1, 3.25, 3.2, 3.2, 3.1
0, 3.25, 3.3, 3.15, 3.1, 3.2, 3.25, 3.1, 3.1
1, 3.2, 3, 3.15, 3.1, 3.2, 3.2, 3.1, 3
0, 3.25, 3.2, 3.15, 3, 3.2, 3.2, 3.1, 3
0, 3.2, 3.15, 3.15, 3, 3.2, 3.2, 3.1, 3
0, 3.25, 3.15, 3.15, 3, 3.25, 3.2, 3.1, 3
0, 4.5, 4.05, 4.35, 4.2, 4.5, 4.33, 4.33, 4
0, 3.5, 3.25, 3.4, 3.3, 3.5, 3.5, 3.4, 3.25
0, 3.2, 3.2, 3.2, 3.1, 3.2, 3.2, 3.2, 3.1
0, 4.33, 4.75, 4.75, 4.2, 4.6, 4.75, 5, 4.5
0, 3.25, 3.25, 3.2, 3.1, 3.25, 3.25, 3.1, 3.1
0, 3.25, 3.25, 3.2, 3.1, 3.1, 3.2, 3.1, 3.1
1, 3.2, 3.2, 3.25, 3.1, 3.2, 3.1, 3.1, 3.1
0, 3.25, 3.25, 3.2, 3.1, 3.1, 3.2, 3.2, 3.1
0, 3.2, 3.25, 3.2, 3.1, 3.2, 3.25, 3.2, 3
1, 3.4, , 3.35, 3.2, 3.25, 3.25, 3.3, 3
0, 3.25, 3.3, 3.2, 3.1, 3.25, 3.25, 3.25, 3.1
1, 3.4, 3.5, 3.3, 3.1, 3.2, 3.4, 3.3, 3
1, 4.33, 4.5, 4.75, 4, 4.33, 4.5, 5, 4.5
1, 3.1, 3.05, 3.15, 3, 3.1, 3.1, 3.1, 3
0, 3.1, 3.2, 3.1, 2.9, 3.1, 3.1, 3, 3
0, 3.2, 3.25, 3.25, 3.1, 3.25, 3.25, 3.2, 3.2
0, 3.2, 3.2, 3.2, 3, 3.25, 3.2, 3.2, 3
0, 3.1, 3.05, 3.2, 3, 3.2, , 3.1, 3
1, 3.25, 3.25, 3.25, 3.1, 3.25, 3.2, 3.2, 3.2
0, 3.5, 3.5, 3.5, 3.7, 3.4, 3.6, 3.5, 3.4
0, 3.75, 4.1, 3.75, 3.9, 3.75, 4, 3.75, 4
1, 3.2, 3.2, 3.15, 3, 3.1, 3.1, 3.1, 3
0, 3.2, 3.2, 3.15, 2.9, 3.2, 3.2, 3.2, 3.1
1, 4, 4.25, 4.1, 4, 4, 4.5, 4, 3.75
1, 3.25, 3.5, 3.3, 3.2, 3.25, 3.35, 3.5, 3.2
0, 3.4, 3.5, 3.35, 3.3, 3.5, 3.4, 3.5, 3.4
0, 3.25, 3.5, 3.25, 3.1, 3.25, 3.3, 3.2, 3.2
0, 3.4, 3.35, 3.35, 3.2, 3.25, 3.3, 3.25, 3.25
0, 3.2, 3.25, 3.15, 3, 3.25, 3.2, 3.2, 3.1
0, 3.25, 3.15, 3.1, 3.1, 3.2, 3.25, 3.2, 3.2
0, 4.33, 5, 5, 4.3, 4.5, 5, 4.5, 4.5
0, 3.25, 3.15, 3.2, 3, 3.1, 3.2, 2.9, 3.1
0, 3.4, 3.6, 3.4, 3.5, 3.25, 3.6, 3.5, 3.4
1, 3.4, 3.2, 3.2, 3, 3.2, 3.1, 3.3, 3.1
0, 3.2, 3.05, 3.2, 3, 3.1, 3.2, 3.1, 3
0, 3.4, 3.3, 3.25, 3.2, 3.2, 3.4, 3.1, 3.4
0, 3.2, 3.2, 3.1, 3, 3.2, 3.2, 3, 3.1
0, 3.25, 3.25, 3.2, 3, 3.2, 3.2, 3.1, 3.1
0, 3.25, 3.1, 3.1, 3, 3.2, 3.25, 3, 3.1
1, 3.1, 3.25, 3.1, 2.9, 3.2, 3.2, 3.1, 3
0, 3.2, 3.35, 3.25, 3.1, 3.2, 3.25, 3.2, 3.2
1, 4.5, 4.5, 4.3, 4, 4, 4.5, 4, 4
1, 3.3, 3.4, 3.35, 3.3, 3.25, 3.4, 3.3, 3.4
0, 3.3, 3.25, 3.25, 3.2, 3.2, 3.25, 3.2, 3.2
0, 3.3, 3.25, 3.25, 3.1, 3.2, 3.25, 3.2, 3.2
0, 4, 4, 3.9, 3.9, 3.75, 4.33, 3.6, 4.33
0, 3.4, 3.35, 3.3, 3.3, 3.25, 3.4, 3.3, 3.2
1, 3.25, 3.45, 3.2, 3.1, 3.2, 3.25, 3, 3.1
0, 3.25, 3.1, 3.1, 3, 3.1, 3.2, 3.2, 3
0, 3.2, 3.15, 3.1, 3.1, 3.1, 3.2, 3.1, 3
0, 4, 4.5, 4, 3.8, 3.75, 4, 4, 4.25
0, 3.25, 3.25, 3, 3.1, 3.2, 3.2, 3.1, 3.1
0, 3.25, 3.2, 3.1, 3, 3.2, 3.2, 3.2, 3.1
1, 3.25, 3.4, 3.2, 3.1, 3.25, 3.2, 3.2, 3.2
0, 3.4, 3.5, 3.4, 3.2, 3.25, 3.4, 3.4, 3.2
0, 3.25, 3.35, 3.2, 3.1, 3.2, 3.25, 3.2, 3.2
0, 4.33, 5, 4.65, 4.2, 4.33, 5, 4.5, 4.5
0, 3.3, 3.45, 3.2, 3.2, 3.25, 3.4, 3.1, 3.2
0, 3.1, 3.25, 3.2, 3.1, 3.2, 3.25, 3.1, 3.2
1, 3.25, 3.25, 3.2, 3.1, 3.1, 3.25, 3.2, 3.1
0, 3.4, 3.6, 3.4, 3.2, 3.25, 3.6, 3.3, 3.2
0, 3.25, 3.2, 3.2, 3.1, 3.1, 3.25, 3.2, 3.1
0, 3.2, 3.25, 3, 3, 3.2, 3.2, 3.2, 3
0, 3.2, 3.25, 3, 3, 3.1, 3.2, 3.2, 3
0, 3.4, 3.5, 3.4, 3.2, 3.25, 3.4, 3.3, 3.2
0, 3.25, 3.45, 3.25, 3.1, 3.25, 3.4, 3.3, 3.3
0, 3.2, 3.25, 3.2, 3, 3.2, 3.2, 3.15, 3.1
0, 3.4, 3.6, 3.5, 3.4, 3.4, 3.6, 3.3, 3.4
0, 3.25, 3.25, 3.25, 3.1, 3.2, 3.2, 3.2, 3.1
0, 3.2, 3.25, 3.2, , 3.2, 3.2, 3.1, 3.1
0, 6, 6, 6, 5.5, 5.5, 6, 6, 6
0, 3.25, 3.5, 3.3, 3.2, 3.25, 3.25, 3.3, 3.3
0, 3.4, 3.8, 3.5, 3.4, 3.25, 3.6, 3.4, 3.4
1, 3.4, 3.8, 3.6, 3.4, 3.25, 3.6, 3.5, 3.4
