SIGN, B365H, B365D, B365A, BWH, BWD, BWA, IWH, IWD, IWA, LBH, LBD, LBA, PSH, PSD, PSA, WHH, WHD, WHA, SJH, SJD, SJA, VCH, VCD, VCA
-1.00, 2.20, 3.10, 3.30, 2.05, 3.15, 3.25, 2.10, 3.20, 3.10, 2.00, 3.10, 3.20, 2.10, 3.20, 3.00, 2.05, 3.20, 3.30, 2.00, 3.10, 3.30, 2.10, 3.00, 3.25
-1.00, 5.25, 3.40, 1.57, 4.85, 3.35, 1.65, 4.75, 3.40, 1.65, 4.40, 3.30, 1.65, 5.00, 3.20, 1.65, 4.50, 3.30, 1.73, 5.00, 3.30, 1.61, 5.00, 3.20, 1.67
1.00, 1.57, 3.60, 5.00, 1.60, 3.50, 4.75, 1.60, 3.50, 4.80, 1.65, 3.30, 4.40, 1.60, 3.30, 5.00, 1.67, 3.50, 4.60, 1.65, 3.50, 4.35, 1.57, 3.40, 5.50
1.00, 1.57, 3.50, 6.50, 1.50, 3.40, 6.50, 1.50, 3.60, 6.00, 1.50, 3.70, 5.00, 1.44, 3.40, 7.00, 1.50, 3.60, 6.50, 1.50, 3.60, 5.50, 1.44, 3.60, 7.00
1.00, 2.05, 3.20, 3.60, 2.10, 3.10, 3.20, 2.10, 3.10, 3.20, 2.00, 3.10, 3.20, 2.25, 3.00, 2.87, 2.10, 3.20, 3.20, 2.15, 3.10, 3.00, 2.10, 3.00, 3.25
0.00, 2.37, 3.00, 2.80, 2.45, 3.05, 2.65, 2.40, 3.00, 2.75, 2.30, 3.00, 2.70, 2.50, 3.10, 2.50, 2.40, 3.10, 2.75, 2.35, 3.20, 2.60, 2.50, 3.00, 2.62
0.00, 2.37, 3.10, 3.00, 2.20, 3.10, 3.00, 2.30, 3.10, 2.80, 2.30, 3.00, 2.90, 2.25, 3.10, 2.80, 2.30, 3.10, 2.90, 2.20, 3.00, 3.00, 2.25, 3.10, 2.88
-1.00, 2.45, 3.10, 2.87, 2.30, 3.05, 2.85, 2.30, 3.10, 2.80, 2.30, 3.00, 2.70, 2.25, 3.20, 2.70, 2.38, 3.10, 2.80, 2.30, 3.20, 2.65, 2.38, 3.20, 2.62
0.00, 2.40, 3.00, 2.80, 2.25, 3.10, 2.90, 2.30, 3.10, 2.80, 2.20, 3.00, 2.90, 2.20, 3.10, 2.87, 2.30, 3.10, 2.90, 2.20, 3.20, 2.80, 2.25, 3.10, 2.88
1.00, 2.10, 3.00, 3.25, 2.30, 3.05, 2.85, 2.20, 3.10, 3.00, 2.10, 3.00, 3.10, 2.25, 3.10, 2.80, 2.25, 3.10, 3.00, 2.25, 3.20, 2.70, 2.10, 3.10, 3.20
1.00, 1.22, 5.00, 11.00, 1.25, 5.00, 9.00, 1.22, 5.20, 10.00, 1.25, 4.50, 9.00, 1.25, 4.50, 10.00, 1.22, 5.25, 11.00, 1.22, 5.00, 9.50, 1.22, 5.00, 10.00
1.00, 1.18, 6.00, 17.00, 1.20, 5.25, 11.00, 1.20, 5.25, 11.00, 1.20, 5.00, 10.00, 1.20, 5.00, 11.00, 1.17, 6.00, 13.00, 1.20, 5.50, 9.00, 1.17, 5.50, 13.00
1.00, 2.75, 3.10, 2.30, 2.70, 3.10, 2.40, 2.80, 3.10, 2.30, 2.90, 3.00, 2.20, 2.70, 3.10, 2.30, 2.80, 3.20, 2.30, 2.65, 3.10, 2.35, 2.75, 3.00, 2.38
0.00, 2.15, 3.20, 3.00, 1.95, 3.20, 3.50, 1.95, 3.15, 3.50, 1.90, 3.10, 3.50, 2.00, 3.20, 3.20, 1.91, 3.25, 3.75, 1.90, 3.10, 3.60, 2.00, 3.10, 3.40
-1.00, 2.25, 3.10, 3.20, 2.35, 3.10, 2.75, 2.35, 3.10, 2.75, 2.40, 3.00, 2.60, 2.30, 3.20, 2.60, 2.38, 3.10, 2.80, 2.30, 3.10, 2.75, 2.38, 3.00, 2.75
0.00, 1.90, 3.25, 3.50, 2.05, 3.15, 3.25, 2.00, 3.15, 3.40, 2.00, 3.10, 3.20, 2.00, 3.10, 3.30, 2.00, 3.20, 3.50, 2.05, 3.10, 3.20, 1.91, 3.20, 3.60
1.00, 2.15, 3.10, 3.00, 2.15, 2.95, 3.25, 2.10, 3.10, 3.20, 2.10, 3.00, 3.10, 2.00, 3.20, 3.20, 2.10, 3.20, 3.20, 1.90, 3.10, 3.60, 2.10, 3.00, 3.25
-1.00, 3.00, 3.00, 2.40, 2.65, 3.10, 2.45, 2.75, 3.10, 2.35, 2.60, 3.00, 2.40, 2.62, 3.10, 2.37, 2.75, 3.10, 2.40, 2.75, 3.20, 2.25, 2.75, 3.00, 2.38
0.00, 6.50, 3.50, 1.50, 6.25, 3.65, 1.47, 6.00, 3.50, 1.50, 5.00, 3.70, 1.50, 6.00, 3.40, 1.50, 6.00, 3.60, 1.53, 7.00, 3.75, 1.40, 6.00, 3.50, 1.50
1.00, 1.33, 4.50, 9.50, 1.30, 4.50, 8.25, 1.32, 4.25, 8.00, 1.33, 4.00, 7.50, 1.36, 4.00, 7.00, 1.33, 4.50, 8.00, 1.30, 4.33, 8.00, 1.29, 4.33, 9.00
-1.00, 8.50, 4.00, 1.36, 6.85, 3.65, 1.45, 6.50, 3.75, 1.44, 6.00, 3.90, 1.40, 6.00, 3.40, 1.50, 6.00, 3.75, 1.50, 6.50, 3.60, 1.44, 7.00, 3.60, 1.44
1.00, 1.55, 3.40, 5.50, 1.50, 3.55, 6.15, 1.50, 3.50, 6.00, 1.60, 3.40, 4.60, 1.53, 3.25, 6.00, 1.53, 3.60, 6.00, 1.50, 3.75, 5.25, 1.50, 3.40, 6.50
0.00, 2.05, 3.20, 3.30, 2.10, 3.10, 3.20, 2.05, 3.10, 3.25, 2.00, 3.10, 3.20, 2.00, 3.20, 3.20, 2.00, 3.25, 3.40, 2.15, 3.20, 2.90, 2.00, 3.10, 3.40
-1.00, 1.53, 3.50, 5.75, 1.55, 3.45, 5.65, 1.55, 3.50, 5.50, 1.55, 3.50, 4.80, 1.53, 3.25, 6.00, 1.57, 3.50, 5.50, 1.50, 3.75, 5.25, 1.53, 3.40, 6.00
0.00, 2.15, 3.20, 3.00, 2.20, 3.10, 3.00, 2.30, 3.00, 2.90, 2.30, 3.00, 2.70, 2.20, 3.20, 2.80, 2.25, 3.20, 2.88, 2.15, 3.20, 2.90, 2.20, 3.00, 3.00
-1.00, 2.00, 3.10, 3.50, 2.10, 3.10, 3.20, 2.05, 3.10, 3.25, 2.00, 3.10, 3.20, 1.90, 3.20, 3.50, 2.10, 3.20, 3.20, 2.05, 3.20, 3.10, 2.00, 3.10, 3.40
0.00, 1.45, 3.60, 6.50, 1.50, 3.50, 6.15, 1.45, 3.75, 6.25, 1.45, 3.80, 5.40, 1.53, 3.40, 6.00, 1.53, 3.75, 5.50, 1.40, 3.75, 7.00, 1.44, 3.75, 6.50
1.00, 2.40, 3.20, 2.87, 2.25, 3.00, 3.00, 2.35, 3.00, 2.80, 2.30, 2.80, 2.90, 2.25, 3.10, 2.80, 2.40, 3.10, 2.75, 2.30, 3.10, 2.70, 2.38, 3.00, 2.75
-1.00, 4.75, 3.50, 1.61, 4.50, 3.30, 1.70, 4.25, 3.30, 1.72, 4.00, 3.20, 1.75, 4.33, 3.25, 1.70, 4.50, 3.40, 1.70, 4.50, 3.30, 1.66, 4.50, 3.40, 1.67
-1.00, 2.15, 3.10, 3.00, 2.15, 3.20, 3.00, 2.30, 3.00, 2.90, 2.30, 3.10, 2.60, 2.40, 3.10, 2.60, 2.40, 3.10, 2.75, 2.20, 3.00, 3.00, 2.25, 3.00, 3.00
1.00, 2.25, 3.00, 2.90, 2.20, 3.00, 3.10, 2.20, 3.00, 3.00, 2.10, 2.90, 3.20, 2.20, 3.20, 2.80, 2.20, 3.10, 3.10, 2.15, 3.00, 3.10, 2.20, 3.10, 3.00
1.00, 1.40, 3.75, 7.50, 1.30, 4.50, 8.25, 1.36, 4.25, 7.00, 1.30, 4.20, 8.00, 1.40, 3.75, 7.00, 1.40, 4.00, 7.50, 1.36, 4.00, 7.00, 1.33, 4.33, 7.50
1.00, 1.25, 4.75, 9.50, 1.25, 5.00, 9.00, 1.25, 4.75, 9.50, 1.22, 4.80, 9.50, 1.33, 4.00, 8.00, 1.28, 4.75, 9.00, 1.25, 4.50, 9.50, 1.22, 5.00, 11.00
-1.00, 2.25, 3.00, 2.90, 2.25, 2.90, 3.10, 2.25, 3.00, 3.00, 2.10, 3.00, 3.10, 2.20, 3.10, 2.90, 2.30, 3.10, 2.90, 2.15, 3.00, 3.10, 2.20, 3.10, 3.00
0.00, 1.40, 3.75, 7.50, 1.40, 4.00, 6.75, 1.44, 3.75, 6.50, 1.45, 3.80, 5.40, 1.40, 3.75, 7.00, 1.40, 4.00, 7.50, 1.40, 3.75, 7.00, 1.44, 3.75, 6.50
0.00, 1.95, 3.20, 3.30, 1.95, 3.20, 3.50, 1.95, 3.20, 3.50, 1.90, 3.10, 3.50, 1.90, 3.20, 3.50, 2.00, 3.25, 3.40, 2.05, 3.20, 3.10, 1.91, 3.20, 3.50
1.00, 1.50, 3.50, 5.75, 1.50, 3.55, 6.15, 1.55, 3.50, 5.50, 1.65, 3.30, 4.40, 1.50, 3.40, 6.00, 1.53, 3.60, 5.75, 1.50, 3.60, 5.50, 1.53, 3.60, 5.50
1.00, 4.50, 3.40, 1.66, 4.80, 3.35, 1.65, 4.75, 3.30, 1.68, 4.80, 3.50, 1.55, 5.50, 3.25, 1.57, 4.33, 3.40, 1.73, 5.00, 3.30, 1.61, 4.50, 3.40, 1.67
0.00, 2.25, 3.00, 3.00, 2.20, 3.10, 3.00, 2.20, 3.10, 3.00, 2.30, 3.00, 2.90, 2.20, 3.00, 3.00, 2.25, 3.20, 2.88, 2.20, 3.10, 2.87, 2.10, 3.10, 3.20
1.00, 1.75, 3.30, 4.20, 1.75, 3.30, 4.25, 1.80, 3.30, 4.00, 1.85, 3.10, 3.60, 1.75, 3.25, 4.00, 1.83, 3.25, 4.00, 1.70, 3.40, 4.20, 1.80, 3.25, 4.00
-1.00, 1.90, 3.10, 3.75, 1.80, 3.25, 4.00, 1.90, 3.20, 3.75, 2.10, 3.20, 2.90, 1.83, 3.20, 3.75, 1.83, 3.25, 4.00, 1.95, 3.00, 3.60, 1.80, 3.20, 4.00
0.00, 2.25, 3.20, 2.80, 2.25, 3.15, 2.85, 2.20, 3.20, 2.90, 1.85, 3.10, 3.60, 2.20, 3.20, 2.80, 2.30, 3.20, 2.80, 2.20, 3.20, 2.80, 2.20, 3.00, 3.10
-1.00, 2.62, 3.20, 2.37, 2.60, 3.20, 2.40, 2.60, 3.20, 2.40, 2.70, 2.80, 2.50, 2.62, 3.20, 2.30, 2.70, 3.20, 2.38, 2.75, 3.10, 2.30, 2.62, 3.20, 2.38
1.00, 2.25, 3.25, 3.10, 2.40, 3.00, 2.85, 2.15, 3.15, 3.15, 2.10, 3.00, 3.10, 2.20, 3.20, 2.80, 2.25, 3.20, 2.88, 2.40, 3.10, 2.60, 2.25, 3.10, 2.88
1.00, 1.20, 5.50, 10.00, 1.20, 5.00, 12.50, 1.20, 5.25, 11.00, 1.20, 5.00, 10.00, 1.22, 5.00, 10.00, 1.22, 5.25, 11.00, 1.16, 5.50, 12.00, 1.18, 5.50, 11.00
0.00, 2.10, 3.25, 3.00, 2.10, 3.10, 3.20, 2.10, 3.20, 3.10, 2.10, 3.10, 3.00, 2.30, 3.20, 2.62, 2.05, 3.20, 3.30, 2.10, 3.10, 3.10, 2.10, 3.20, 3.10
1.00, 1.20, 5.50, 10.00, 1.20, 5.00, 12.50, 1.20, 5.25, 11.00, 1.20, 5.00, 10.00, 1.25, 4.60, 9.00, 1.20, 5.50, 12.00, 1.20, 5.00, 11.00, 1.18, 5.50, 11.00
1.00, 2.50, 3.20, 2.50, 2.40, 3.10, 2.70, 2.40, 3.10, 2.70, 2.40, 3.00, 2.60, 2.50, 3.10, 2.50, 2.50, 3.20, 2.60, 2.50, 3.10, 2.50, 2.40, 3.10, 2.62
1.00, 1.72, 3.40, 4.20, 1.70, 3.45, 4.25, 1.75, 3.40, 4.00, 1.75, 3.30, 3.80, 1.80, 3.40, 3.60, 1.73, 3.50, 4.20, 1.80, 3.30, 3.80, 1.73, 3.40, 4.00
1.00, 2.20, 3.20, 2.87, 2.20, 3.10, 3.00, 2.20, 3.20, 2.90, 2.10, 3.00, 3.10, 2.10, 3.20, 3.00, 2.20, 3.20, 3.00, 2.10, 3.00, 3.20, 2.10, 3.25, 3.00
1.00, 1.20, 5.50, 10.00, 1.20, 5.00, 12.50, 1.20, 5.25, 11.00, 1.20, 5.00, 10.00, 1.20, 5.50, 9.00, 1.20, 5.60, 11.00, 1.16, 5.50, 12.00, 1.18, 5.50, 11.00
1.00, 1.57, 3.50, 5.00, 1.55, 3.50, 5.50, 1.55, 3.50, 5.50, 1.65, 3.30, 4.40, 1.53, 3.40, 5.50, 1.57, 3.60, 5.75, 1.61, 3.30, 5.00, 1.57, 3.40, 5.50
-1.00, 2.50, 3.10, 2.50, 2.60, 3.05, 2.55, 2.50, 3.10, 2.50, 2.30, 3.00, 2.70, 2.40, 3.00, 2.65, 2.50, 3.10, 2.62, 2.40, 3.10, 2.60, 2.62, 2.88, 2.62
-1.00, 5.50, 3.60, 1.50, 6.25, 3.85, 1.45, 6.50, 3.75, 1.44, 6.00, 3.90, 1.40, 6.50, 3.60, 1.44, 6.25, 3.60, 1.50, 6.00, 3.75, 1.44, 6.00, 3.50, 1.50
-1.00, 1.72, 3.40, 4.20, 1.60, 3.45, 5.00, 1.65, 3.40, 4.75, 1.50, 3.70, 5.00, 1.66, 3.40, 4.33, 1.67, 3.50, 4.50, 1.60, 3.40, 4.80, 1.67, 3.50, 4.33
0.00, 1.72, 3.40, 4.20, 1.60, 3.45, 5.00, 1.60, 3.50, 5.00, 1.50, 3.70, 5.00, 1.72, 3.25, 4.20, 1.62, 3.50, 5.00, 1.57, 3.50, 5.00, 1.67, 3.40, 4.50
1.00, 1.95, 3.25, 3.30, 1.95, 3.30, 3.35, 2.10, 3.20, 3.10, 1.50, , 1.50, 2.05, 3.25, 3.00, 2.00, 3.25, 3.40, 2.10, 3.20, 3.00, 2.00, 3.25, 3.25
0.00, 4.75, 3.50, 1.61, 5.35, 3.55, 1.55, 5.00, 3.50, 1.60, 4.80, 3.50, 1.55, 5.00, 3.50, 1.57, 5.00, 3.50, 1.62, 5.00, 3.50, 1.57, 5.00, 3.40, 1.62
-1.00, 5.00, 3.50, 1.57, 5.50, 3.50, 1.55, 5.50, 3.50, 1.55, 5.00, 3.70, 1.50, 5.50, 3.40, 1.53, 5.25, 3.60, 1.57, 5.00, 3.60, 1.53, 5.00, 3.60, 1.57
-1.00, 2.25, 3.10, 2.87, 2.20, 3.10, 3.00, 2.20, 3.20, 2.90, 2.10, 3.00, 3.10, 2.20, 3.20, 2.80, 2.25, 3.20, 2.88, 2.00, 3.10, 3.30, 2.25, 3.00, 3.00
0.00, 2.00, 3.25, 3.25, 1.90, 3.30, 3.55, 2.05, 3.20, 3.20, 2.10, 3.10, 3.00, 2.25, 3.30, 2.62, 2.10, 3.20, 3.20, 2.25, 3.30, 2.62, 2.00, 3.25, 3.25
1.00, 1.14, 6.00, 13.00, 1.15, 6.00, 13.00, 1.15, 6.00, 13.00, 1.12, 6.50, 13.00, 1.14, 3.50, 13.00, 1.15, 6.50, 13.00, 1.16, 5.50, 12.00, 1.14, 6.00, 13.00
0.00, 2.50, 3.20, 2.50, 2.25, 3.15, 2.85, 2.50, 3.20, 2.50, 2.45, 3.10, 2.45, 2.62, 3.50, 2.20, 2.60, 3.20, 2.50, 2.60, 3.50, 2.20, 2.60, 3.10, 2.50
-1.00, 2.75, 3.40, 2.20, 2.70, 3.25, 2.30, 2.80, 3.30, 2.20, 2.80, 3.10, 2.20, 2.75, 3.50, 2.10, 2.85, 3.40, 2.20, 2.35, 3.50, 2.40, 2.88, 3.25, 2.20
1.00, 1.14, 6.00, 13.00, 1.10, 7.00, 16.00, 1.15, 6.00, 13.00, 1.10, 7.00, 15.00, 1.14, 6.00, 13.00, 1.15, 6.50, 13.00, 1.14, 6.00, 12.00, 1.14, 6.00, 13.00
0.00, 1.80, 3.25, 4.00, 1.75, 3.40, 4.05, 1.80, 3.25, 4.00, 1.80, 3.10, 3.80, 1.50, , 1.50, 1.83, 3.40, 3.80, 1.90, 3.50, 3.20, 1.80, 3.25, 4.00
1.00, 1.25, 5.00, 8.50, 1.26, 4.50, 10.00, 1.25, 5.00, 9.00, 1.20, 5.00, 10.00, 1.22, 5.00, 9.00, 1.28, 4.75, 9.00, 1.22, 5.00, 9.50, 1.22, 5.00, 10.00
1.00, 1.36, 4.20, 9.00, 1.35, 4.25, 7.25, 1.40, 3.90, 7.00, 1.45, 3.80, 5.40, 1.40, 3.75, 7.00, 1.40, 4.20, 8.00, 1.40, 3.75, 7.00, 1.40, 3.75, 7.50
0.00, 5.00, 3.30, 1.72, 4.30, 3.45, 1.70, 4.25, 3.35, 1.73, 4.00, 3.20, 1.75, 4.33, 3.25, 1.70, 4.50, 3.50, 1.75, 4.33, 3.20, 1.72, 4.50, 3.40, 1.67
0.00, 1.57, 3.50, 5.00, 1.60, 3.50, 5.00, 1.62, 3.40, 5.00, 1.65, 3.30, 4.40, 1.61, 3.25, 5.00, 1.57, 3.60, 6.00, 1.66, 3.30, 4.50, 1.57, 3.40, 5.50
1.00, 2.10, 3.20, 3.00, 2.10, 3.25, 3.05, 2.15, 3.20, 3.00, 2.10, 3.00, 3.10, 2.10, 3.20, 3.00, 2.20, 3.20, 3.00, 2.05, 3.20, 3.10, 2.20, 3.00, 3.10
-1.00, 1.53, 3.40, 5.50, 1.50, 3.65, 5.80, 1.53, 3.60, 5.50, 1.55, 3.50, 4.80, 1.50, 3.40, 6.00, 1.53, 3.60, 5.50, 1.44, 3.75, 6.00, 1.53, 3.60, 5.50
-1.00, 2.20, 3.00, 3.00, 2.35, 3.15, 2.70, 2.20, 3.10, 3.00, 2.20, 3.00, 2.90, 2.10, 3.20, 3.00, 2.20, 3.20, 3.00, 2.05, 3.20, 3.10, 2.30, 3.00, 2.88
-1.00, 2.00, 3.10, 3.30, 2.05, 3.25, 3.15, 2.05, 3.15, 3.25, 2.20, 2.90, 3.00, 2.10, 3.20, 3.00, 2.10, 3.20, 3.20, 2.05, 3.20, 3.10, 2.10, 3.00, 3.25
1.00, 1.16, 5.50, 11.00, 1.10, 7.00, 17.00, 1.15, 6.25, 12.00, 1.22, 4.80, 9.50, 1.14, 6.00, 12.00, 1.17, 6.00, 12.00, 1.14, 6.00, 12.00, 1.14, 6.00, 13.00
-1.00, 2.62, 3.10, 2.37, 2.80, 3.35, 2.20, 2.70, 3.15, 2.35, 2.60, 2.90, 2.50, 2.70, 3.20, 2.25, 2.75, 3.20, 2.50, 2.75, 3.20, 2.25, 2.88, 3.20, 2.20
-1.00, 5.50, 3.50, 1.53, 6.00, 3.60, 1.50, 5.50, 3.60, 1.53, 4.60, 3.40, 1.60, 5.50, 3.40, 1.53, 6.00, 3.80, 1.53, 5.50, 3.50, 1.53, 5.50, 3.60, 1.53
1.00, 1.72, 3.30, 4.33, 1.85, 3.25, 3.75, 1.70, 3.30, 4.45, 1.70, 3.20, 4.20, 1.72, 3.20, 4.33, 1.80, 3.25, 4.20, 1.60, 3.40, 4.80, 1.73, 3.25, 4.50
-1.00, 1.25, 5.00, 8.50, 1.28, 4.65, 8.50, 1.25, 4.85, 9.00, 1.30, 4.20, 8.00, 1.25, 4.60, 9.00, 1.29, 5.00, 10.00, 1.30, 4.33, 8.00, 1.25, 5.00, 9.00
-1.00, 3.10, 3.20, 2.10, 2.80, 3.10, 2.30, 3.10, 3.15, 2.10, 3.10, 3.00, 2.10, 3.00, 3.20, 2.10, 3.20, 3.20, 2.10, 2.80, 3.20, 2.20, 3.25, 3.00, 2.00
0.00, 1.90, 3.20, 3.60, 1.90, 3.20, 3.65, 1.85, 3.20, 3.75, 1.80, 3.10, 3.80, 1.85, 3.25, 3.60, 1.91, 3.20, 3.75, 1.80, 3.25, 3.80, 1.83, 3.20, 4.00
1.00, 2.10, 3.20, 3.10, 2.30, 3.10, 2.80, 2.00, 3.20, 3.30, 2.10, 2.90, 3.20, 2.00, 3.20, 3.20, 2.10, 3.20, 3.20, 1.95, 3.20, 3.30, 2.00, 3.25, 3.25
-1.00, 1.72, 3.20, 4.50, 1.70, 3.35, 4.40, 1.73, 3.30, 4.30, 1.75, 3.20, 4.00, 1.72, 3.20, 4.33, 1.75, 3.25, 4.50, 1.75, 3.20, 4.10, 1.73, 3.25, 4.50
1.00, 1.53, 3.50, 5.50, 1.55, 3.60, 5.25, 1.55, 3.55, 5.40, 1.55, 3.50, 4.80, 1.53, 3.40, 5.50, 1.57, 3.50, 5.50, 1.50, 3.50, 6.00, 1.53, 3.60, 5.50
0.00, 3.20, 3.20, 2.10, 3.20, 3.10, 2.10, 2.80, 3.10, 2.30, 2.70, 2.80, 2.50, 1.50, , 1.50, 3.00, 3.20, 2.20, 2.70, 3.10, 2.30, 2.88, 3.00, 2.30
-1.00, 2.37, 3.20, 2.60, 2.50, 3.20, 2.50, 2.40, 3.20, 2.60, 2.40, 3.00, 2.60, 2.37, 3.10, 2.60, 2.50, 3.20, 2.70, 2.40, 3.10, 2.60, 2.50, 3.20, 2.50
1.00, 1.30, 4.33, 8.00, 1.35, 4.00, 8.25, 1.30, 4.50, 8.25, 1.30, 4.20, 8.00, 1.33, 4.00, 8.00, 1.30, 4.80, 9.50, 1.36, 3.75, 8.00, 1.33, 4.33, 8.00
1.00, 2.20, 3.10, 2.87, 2.35, 3.05, 2.80, 2.20, 3.10, 3.00, 2.00, 3.10, 3.20, 2.20, 3.00, 3.00, 2.20, 3.20, 3.20, 2.05, 3.10, 3.20, 2.20, 3.10, 3.00
-1.00, 2.00, 3.20, 3.20, 2.20, 3.10, 3.00, 2.00, 3.20, 3.30, 2.00, 3.10, 3.20, 2.10, 3.10, 3.10, 2.10, 3.10, 3.30, 2.00, 3.10, 3.30, 2.00, 3.10, 3.50
1.00, 1.50, 3.50, 6.00, 1.45, 3.75, 6.50, 1.53, 3.60, 5.50, 1.55, 3.50, 4.80, 1.53, 3.40, 5.50, 1.50, 3.60, 6.50, 1.55, 3.50, 5.20, 1.53, 3.40, 6.00
1.00, 2.10, 3.10, 3.10, 2.00, 3.15, 3.40, 2.05, 3.10, 3.25, 2.00, 3.10, 3.20, 2.05, 3.10, 3.20, 2.10, 3.20, 3.20, 2.15, 3.20, 2.90, 2.00, 3.10, 3.50
-1.00, 1.90, 3.10, 3.60, 2.00, 3.10, 3.45, 1.91, 3.20, 3.60, 1.85, 3.10, 3.60, 1.90, 3.20, 3.50, 1.95, 3.25, 3.60, 1.90, 3.20, 3.50, 1.91, 3.20, 3.60
0.00, 2.10, 3.10, 3.10, 2.30, 3.10, 2.80, 2.10, 3.15, 3.10, 2.30, 3.00, 2.70, 2.20, 3.20, 2.80, 2.20, 3.10, 3.10, 2.15, 3.20, 2.90, 2.10, 3.10, 3.20
-1.00, 2.20, 3.10, 2.87, 2.20, 3.10, 3.00, 2.20, 3.20, 2.85, 2.20, 3.00, 2.90, 2.25, 3.10, 2.80, 2.25, 3.10, 3.00, 2.30, 3.10, 2.70, 2.25, 3.10, 2.88
0.00, 2.75, 3.25, 2.25, 3.20, 3.10, 2.10, 2.90, 3.10, 2.20, 3.00, 2.90, 2.20, 2.80, 3.20, 2.20, 3.00, 3.20, 2.20, 3.00, 3.10, 2.15, 3.10, 3.20, 2.10
1.00, 1.28, 4.50, 8.50, 1.35, 4.00, 8.25, 1.28, 4.50, 8.50, 1.30, 4.20, 8.00, 1.28, 4.50, 8.00, 1.30, 4.50, 9.00, 1.33, 4.33, 7.00, 1.29, 4.50, 8.50
0.00, 1.66, 3.40, 4.50, 1.80, 3.25, 4.00, 1.65, 3.30, 4.75, 1.70, 3.20, 4.20, 1.66, 3.25, 4.50, 1.67, 3.40, 4.80, 1.60, 3.40, 4.75, 1.62, 3.40, 5.00
1.00, 2.10, 3.20, 3.10, 2.10, 3.10, 3.20, 2.10, 3.10, 3.10, 2.10, 3.00, 3.10, 2.10, 3.20, 3.00, 2.10, 3.20, 3.20, 2.10, 3.10, 3.10, 2.20, 3.20, 2.88
1.00, 1.61, 3.40, 5.00, 1.50, 3.60, 6.00, 1.60, 3.40, 5.00, 1.65, 3.30, 4.40, 1.61, 3.25, 5.00, 1.62, 3.50, 5.00, 1.60, 3.40, 4.75, 1.67, 3.25, 5.00
1.00, 2.00, 3.10, 3.40, 2.20, 3.10, 3.00, 2.00, 3.10, 3.40, 2.10, 3.00, 3.10, 2.00, 3.20, 3.20, 2.05, 3.25, 3.25, 2.00, 3.10, 3.30, 2.00, 3.20, 3.40
0.00, 2.87, 3.20, 2.20, 3.00, 3.10, 2.20, 3.10, 3.10, 2.10, 3.20, 2.90, 2.10, 2.80, 3.20, 2.20, 3.00, 3.20, 2.20, 3.10, 3.10, 2.10, 2.88, 3.20, 2.20
1.00, 1.72, 3.25, 4.33, 1.80, 3.25, 4.00, 1.71, 3.20, 4.50, 1.80, 3.10, 3.80, 1.75, 3.25, 4.00, 1.80, 3.25, 4.20, 1.65, 3.40, 4.50, 1.73, 3.25, 4.33
1.00, 3.75, 3.30, 1.83, 3.65, 3.20, 1.90, 3.75, 3.30, 1.83, 3.30, 3.00, 2.00, 3.60, 3.25, 1.85, 3.75, 3.25, 1.91, 3.30, 3.25, 1.95, 4.00, 3.20, 1.83
-1.00, 3.75, 3.30, 1.80, 4.00, 3.30, 1.80, 3.85, 3.25, 1.83, 3.80, 3.10, 1.80, 4.00, 3.40, 1.72, 4.50, 3.30, 1.73, 3.75, 3.20, 1.83, 4.33, 3.25, 1.73
1.00, 2.20, 3.20, 2.80, 2.15, 3.10, 3.15, 2.10, 3.20, 3.10, 2.30, 3.00, 2.70, 2.10, 3.20, 3.00, 2.20, 3.20, 3.00, 2.10, 3.10, 3.10, 2.10, 3.20, 3.10
1.00, 1.28, 4.50, 8.00, 1.27, 4.80, 8.50, 1.30, 4.40, 8.50, 1.33, 4.00, 7.50, 1.28, 4.50, 8.00, 1.36, 4.20, 9.00, 1.33, 4.00, 8.00, 1.29, 4.50, 8.50
0.00, 2.80, 3.20, 2.20, 3.10, 3.10, 2.15, 3.10, 3.20, 2.10, 2.90, 3.00, 2.20, 3.00, 3.20, 2.10, 3.00, 3.20, 2.20, 3.30, 3.10, 2.00, 3.40, 3.20, 2.00
1.00, 1.80, 3.30, 3.75, 1.70, 3.30, 4.50, 1.80, 3.25, 4.00, 1.80, 3.10, 3.80, 1.80, 3.25, 3.75, 1.80, 3.25, 4.20, 1.80, 3.20, 3.90, 1.83, 3.20, 4.00
0.00, 2.50, 3.10, 2.50, 2.70, 3.05, 2.40, 2.40, 3.10, 2.65, 2.40, 3.00, 2.60, 2.40, 3.10, 2.60, 2.50, 3.20, 2.60, 2.35, 3.10, 2.65, 2.30, 3.20, 2.75
1.00, 2.40, 3.20, 2.50, 2.60, 3.05, 2.50, 2.50, 3.10, 2.55, 2.40, 3.00, 2.60, 2.40, 3.10, 2.60, 2.50, 3.20, 2.60, 2.35, 3.10, 2.65, 2.60, 3.20, 2.40
1.00, 1.30, 4.33, 8.00, 1.35, 4.05, 8.00, 1.30, 4.40, 8.50, 1.35, 4.00, 7.00, 1.30, 4.50, 7.50, 1.36, 4.20, 8.00, 1.33, 4.00, 8.00, 1.36, 4.00, 7.50
