SIGN, B365H, B365D, B365A, BWH, BWD, BWA, IWH, IWD, IWA, LBH, LBD, LBA, PSH, PSD, PSA, WHH, WHD, WHA, SJH, SJD, SJA, VCH, VCD, VCA
1.00, 1.83, 3.30, 4.50, 1.85, 3.20, 4.40, 1.85, 3.20, 4.40, 1.85, 3.10, 4.00, 1.80, 3.30, 3.75, 1.93, 3.44, 4.55, 1.91, 3.20, 4.00, 1.90, 3.30, 4.33
-1.00, 8.00, 4.75, 1.36, 8.50, 4.60, 1.34, 8.50, 4.60, 1.34, 8.00, 4.20, 1.33, 8.00, 4.50, 1.28, 10.53, 5.18, 1.35, 8.50, 4.20, 1.36, 10.00, 4.33, 1.36
0.00, 8.50, 4.33, 1.40, 8.25, 4.10, 1.40, 8.25, 4.10, 1.40, 7.50, 3.70, 1.40, 7.00, 4.33, 1.33, 9.75, 4.65, 1.40, 8.00, 4.00, 1.40, 9.00, 4.00, 1.40
-1.00, 1.75, 3.40, 5.00, 1.75, 3.25, 5.00, 1.75, 3.25, 5.00, 1.75, 3.20, 4.30, 1.72, 3.20, 4.33, 1.82, 3.53, 5.04, 1.80, 3.25, 4.40, 1.80, 3.30, 4.80
1.00, 1.73, 3.50, 5.00, 1.70, 3.40, 5.00, 1.70, 3.40, 5.00, 1.65, 3.30, 4.90, 1.70, 3.50, 5.00, 1.74, 3.76, 5.26, 1.73, 3.40, 4.60, 1.73, 3.50, 5.00
-1.00, 10.00, 4.75, 1.33, 9.50, 4.40, 1.34, 9.50, 4.40, 1.34, 8.50, 4.40, 1.30, 9.00, 4.50, 1.33, 10.00, 5.14, 1.36, 8.50, 4.50, 1.33, 9.00, 4.50, 1.36
-1.00, 2.30, 3.20, 3.20, 2.25, 3.10, 3.20, 2.25, 3.10, 3.20, 2.20, 3.00, 3.10, 2.25, 3.20, 3.10, 2.26, 3.37, 3.42, 2.30, 3.10, 3.00, 2.30, 3.13, 3.13
1.00, 1.20, 6.50, 13.00, 1.18, 6.00, 15.00, 1.18, 6.00, 15.00, 1.17, 5.40, 13.00, 1.20, 6.00, 13.00, 1.21, 6.90, 17.30, 1.17, 6.50, 13.00, 1.20, 6.00, 13.00
0.00, 2.80, 3.10, 2.60, 2.70, 3.10, 2.60, 2.70, 3.10, 2.60, 2.60, 3.00, 2.60, 2.75, 3.10, 2.50, 2.96, 3.22, 2.62, 2.80, 3.00, 2.50, 2.75, 3.13, 2.63
-1.00, 2.88, 3.20, 2.50, 2.95, 2.95, 2.50, 2.95, 2.95, 2.50, 2.80, 3.00, 2.40, 2.75, 3.20, 2.50, 2.94, 3.23, 2.63, 2.80, 3.10, 2.45, 2.80, 3.20, 2.50
1.00, 1.91, 3.50, 4.00, 1.91, 3.40, 3.80, 1.91, 3.40, 3.80, 1.90, 3.20, 3.80, 1.90, 3.50, 3.75, 1.91, 3.73, 4.19, 1.83, 3.20, 3.75, 1.90, 3.40, 4.00
-1.00, 1.83, 3.60, 4.20, 1.80, 3.30, 4.50, 1.80, 3.30, 4.50, 1.85, 3.30, 3.80, 1.80, 3.50, 4.33, 1.87, 3.65, 4.51, 1.83, 3.40, 4.00, 1.80, 3.40, 4.50
0.00, 2.38, 3.00, 3.20, 2.40, 3.10, 2.90, 2.40, 3.10, 2.90, 2.30, 3.00, 2.90, 2.40, 3.10, 2.87, 2.57, 3.17, 3.07, 2.38, 3.10, 2.90, 2.38, 3.13, 3.00
1.00, 1.53, 3.80, 6.50, 1.57, 3.60, 6.00, 1.57, 3.60, 6.00, 1.50, 3.50, 6.30, 1.53, 3.75, 6.00, 1.58, 4.04, 6.72, 1.57, 3.60, 5.50, 1.53, 3.80, 6.25
1.00, 2.25, 3.10, 3.30, 2.25, 3.10, 3.20, 2.25, 3.10, 3.20, 2.20, 3.00, 3.10, 2.20, 3.10, 3.20, 2.23, 3.48, 3.42, 2.20, 3.10, 3.10, 2.25, 3.13, 3.25
1.00, 2.30, 3.25, 3.10, 2.35, 3.10, 3.00, 2.35, 3.10, 3.00, 2.30, 3.00, 2.90, 2.37, 3.20, 2.87, 2.52, 3.28, 3.05, 2.30, 3.10, 3.00, 2.38, 3.13, 3.00
1.00, 2.10, 3.10, 3.75, 2.05, 3.25, 3.50, 2.05, 3.25, 3.50, 2.00, 3.10, 3.40, 2.10, 3.10, 3.50, 2.18, 3.33, 3.69, 2.05, 3.20, 3.40, 2.10, 3.25, 3.40
-1.00, 13.00, 5.25, 1.25, 12.50, 5.50, 1.22, 12.50, 5.50, 1.22, 10.00, 4.80, 1.25, 11.00, 5.00, 1.25, 12.50, 5.60, 1.29, 10.00, 4.80, 1.29, 10.00, 5.00, 1.29
1.00, 1.83, 3.30, 4.75, 1.83, 3.30, 4.33, 1.83, 3.30, 4.33, 1.85, 3.10, 4.00, 1.80, 3.40, 4.33, 1.81, 3.57, 5.02, 1.80, 3.30, 4.20, 1.80, 3.40, 4.80
1.00, 1.44, 4.33, 7.00, 1.35, 4.50, 8.50, 1.35, 4.50, 8.50, 1.40, 3.70, 7.50, 1.44, 4.20, 6.50, 1.47, 4.58, 7.75, 1.40, 4.00, 7.50, 1.44, 4.33, 7.00
1.00, 1.40, 4.50, 8.00, 1.40, 4.20, 7.75, 1.40, 4.20, 7.75, 1.40, 3.70, 7.50, 1.44, 4.00, 7.00, 1.44, 4.60, 8.84, 1.44, 4.00, 7.00, 1.40, 4.00, 8.00
-1.00, 13.00, 5.75, 1.22, 12.50, 5.50, 1.22, 12.50, 5.50, 1.22, 9.00, 4.90, 1.25, 10.00, 5.50, 1.25, 13.50, 5.75, 1.28, 10.00, 4.80, 1.29, 12.00, 5.25, 1.22
1.00, 2.05, 3.40, 3.50, 2.05, 3.10, 3.70, 2.05, 3.10, 3.70, 2.10, 3.10, 3.20, 2.10, 3.20, 3.40, 2.12, 3.46, 3.71, 2.05, 3.25, 3.40, 2.00, 3.13, 3.80
1.00, 2.25, 3.20, 3.30, 2.30, 3.10, 3.10, 2.30, 3.10, 3.10, 2.20, 3.10, 3.10, 2.25, 3.10, 3.10, 2.32, 3.33, 3.36, 2.30, 3.10, 3.00, 2.30, 3.13, 3.13
1.00, 1.36, 4.75, 8.50, 1.36, 4.25, 8.75, 1.36, 4.25, 8.75, 1.40, 3.70, 7.50, 1.40, 4.33, 7.00, 1.40, 4.74, 9.45, 1.40, 4.33, 7.00, 1.36, 4.33, 8.50
1.00, 2.20, 3.30, 3.30, 2.25, 3.20, 3.10, 2.25, 3.20, 3.10, 2.30, 3.10, 2.80, 2.20, 3.25, 3.10, 2.32, 3.50, 3.19, 2.20, 3.30, 3.00, 2.25, 3.20, 3.13
1.00, 3.30, 3.20, 2.20, 3.50, 2.95, 2.20, 3.50, 2.95, 2.20, 2.80, 3.00, 2.40, 3.10, 3.20, 2.20, 3.57, 3.25, 2.26, 2.80, 3.40, 2.30, 3.30, 3.13, 2.20
-1.00, 2.38, 3.10, 3.10, 2.40, 2.95, 3.10, 2.40, 2.95, 3.10, 2.30, 3.10, 2.80, 2.37, 3.10, 2.90, 2.45, 3.27, 3.18, 2.45, 3.20, 2.70, 2.40, 3.13, 3.00
1.00, 3.40, 3.25, 2.15, 3.20, 3.40, 2.10, 3.20, 3.40, 2.10, 3.10, 3.00, 2.20, 3.00, 3.30, 2.25, 3.35, 3.61, 2.22, 2.88, 3.30, 2.25, 3.20, 3.25, 2.10
1.00, 1.13, 9.00, 15.00, 1.08, 8.50, 26.00, 1.08, 8.50, 26.00, 1.10, 6.50, 17.00, 1.12, 8.00, 13.00, 1.50, , 1.50, 1.12, 7.00, 15.00, 1.11, 8.00, 19.00
1.00, 2.10, 3.30, 3.50, 2.05, 3.00, 3.90, 2.05, 3.00, 3.90, 2.10, 3.10, 3.20, 2.04, 3.25, 3.50, 2.11, 3.46, 3.75, 2.10, 3.20, 3.30, 2.10, 3.20, 3.50
1.00, 2.30, 3.25, 3.10, 2.40, 3.00, 3.00, 2.40, 3.00, 3.00, 2.30, 2.90, 3.00, 2.25, 3.25, 3.10, 2.37, 3.33, 3.25, 2.20, 3.30, 3.00, 2.30, 3.20, 3.00
0.00, 3.00, 3.30, 2.20, 3.20, 3.20, 2.20, 3.20, 3.20, 2.20, 2.65, 3.10, 2.50, 3.20, 3.20, 2.10, 3.46, 3.43, 2.22, 2.90, 3.30, 2.25, 3.20, 3.25, 2.20
1.00, 1.91, 3.50, 4.00, 1.87, 3.30, 4.10, 1.87, 3.30, 4.10, 2.00, 3.20, 3.30, 1.90, 3.30, 3.75, 2.09, 3.44, 3.82, 2.00, 3.30, 3.50, 2.00, 3.30, 3.60
1.00, 1.75, 3.60, 4.75, 1.75, 3.40, 4.60, 1.75, 3.40, 4.60, 1.80, 3.10, 4.20, 1.70, 3.50, 4.50, 1.75, 3.83, 5.05, 1.73, 3.40, 4.50, 1.73, 3.40, 4.80
-1.00, 8.50, 4.33, 1.40, 7.50, 4.10, 1.42, 7.50, 4.10, 1.42, 7.50, 3.70, 1.40, 7.00, 4.33, 1.40, 8.01, 4.67, 1.45, 6.00, 4.20, 1.44, 7.50, 4.33, 1.40
-1.00, 4.75, 3.60, 1.73, 4.75, 3.50, 1.70, 4.75, 3.50, 1.70, 4.30, 3.20, 1.75, 4.33, 3.40, 1.72, 4.76, 3.79, 1.81, 4.50, 3.30, 1.75, 4.80, 3.40, 1.73
-1.00, 10.00, 5.00, 1.30, 10.50, 4.60, 1.30, 10.50, 4.60, 1.30, 8.00, 4.60, 1.30, 9.00, 5.00, 1.25, 10.82, 5.35, 1.33, 8.00, 4.33, 1.36, 10.00, 4.50, 1.33
1.00, 2.40, 3.30, 2.88, 2.25, 3.20, 3.10, 2.25, 3.20, 3.10, 2.00, 3.10, 3.40, 2.40, 2.90, 2.90, 2.51, 3.28, 3.07, 2.38, 3.25, 2.80, 2.38, 3.30, 2.80
1.00, 2.10, 3.25, 3.50, 2.10, 3.25, 3.40, 2.10, 3.25, 3.40, 1.90, 3.10, 3.80, 2.00, 3.25, 3.40, 2.22, 3.30, 3.61, 1.95, 3.25, 3.75, 2.10, 3.20, 3.40
1.00, 2.40, 3.25, 2.90, 2.50, 3.25, 2.70, 2.50, 3.25, 2.70, 2.30, 3.10, 2.80, 2.50, 3.10, 2.62, 2.58, 3.27, 2.97, 2.50, 3.10, 2.70, 2.50, 3.25, 2.75
1.00, 2.50, 3.20, 2.88, 2.35, 3.10, 3.00, 2.35, 3.10, 3.00, 2.30, 3.00, 2.90, 2.37, 3.20, 2.70, 2.63, 3.21, 2.95, 2.30, 3.20, 2.88, 2.40, 3.20, 2.80
-1.00, 2.40, 3.20, 3.00, 2.50, 3.00, 2.85, 2.50, 3.00, 2.85, 1.50, , 1.50, 2.50, 3.10, 2.62, 2.62, 3.15, 3.02, 2.30, 3.10, 3.00, 2.50, 3.13, 2.80
0.00, 1.20, 5.50, 13.00, 1.15, 6.75, 16.00, 1.15, 6.75, 16.00, 1.15, 5.70, 14.00, 1.14, 7.00, 11.00, 1.50, , 1.50, 1.17, 6.50, 13.00, 1.20, 6.25, 11.00
0.00, 3.20, 3.00, 2.40, 3.10, 3.10, 2.30, 3.10, 3.10, 2.30, 2.80, 3.10, 2.30, 3.00, 2.90, 2.25, 3.24, 3.26, 2.41, 2.80, 3.10, 2.40, 3.13, 3.00, 2.38
1.00, 1.80, 3.50, 4.50, 1.72, 3.30, 5.00, 1.72, 3.30, 5.00, 1.70, 3.20, 4.70, 1.72, 3.40, 4.00, 1.79, 3.66, 5.03, 1.75, 3.30, 4.50, 1.80, 3.30, 4.80
1.00, 2.10, 3.30, 3.50, 2.05, 3.20, 3.60, 2.05, 3.20, 3.60, 2.20, 2.80, 3.30, 1.90, 3.30, 3.50, 2.13, 3.49, 3.63, 1.95, 3.25, 3.75, 2.05, 3.20, 3.50
1.00, 2.10, 3.30, 3.50, 2.10, 3.20, 3.40, 2.10, 3.20, 3.40, 2.20, 3.10, 3.00, 1.90, 3.25, 3.40, 2.10, 3.38, 3.85, 2.10, 3.10, 3.40, 2.05, 3.20, 3.60
1.00, 2.00, 3.60, 3.50, 1.87, 3.60, 3.70, 1.87, 3.60, 3.70, 1.90, 3.30, 4.00, 2.00, 3.20, 3.50, 2.03, 3.70, 3.75, 1.95, 3.25, 3.75, 1.95, 3.40, 3.75
1.00, 2.15, 3.30, 3.40, 2.15, 2.90, 3.70, 2.15, 2.90, 3.70, 2.00, 3.10, 3.40, 2.00, 3.00, 3.40, 2.15, 3.33, 3.78, 2.15, 3.10, 3.25, 2.10, 3.13, 3.50
-1.00, 1.50, 4.00, 7.00, 1.48, 3.80, 7.00, 1.48, 3.80, 7.00, 1.40, 3.70, 7.50, 1.44, 3.75, 6.00, 1.49, 4.57, 7.19, 1.44, 4.00, 6.50, 1.44, 3.75, 7.50
1.00, 1.50, 4.00, 7.00, 1.50, 3.80, 6.50, 1.50, 3.80, 6.50, 1.50, 3.70, 6.00, 1.40, 3.75, 7.00, 1.57, 4.02, 6.90, 1.53, 3.80, 5.50, 1.53, 3.75, 6.25
-1.00, 2.88, 3.20, 2.50, 3.00, 3.20, 2.30, 3.00, 3.20, 2.30, 2.50, 3.20, 2.50, 2.87, 3.20, 2.40, 3.05, 3.43, 2.43, 2.70, 3.20, 2.45, 2.88, 3.20, 2.40
1.00, 1.17, 7.00, 15.00, 1.15, 7.00, 15.00, 1.15, 7.00, 15.00, 1.22, 5.80, 8.00, 1.14, 7.00, 15.00, 1.19, 8.06, 16.00, 1.17, 7.00, 11.00, 1.17, 7.50, 11.00
-1.00, 2.50, 3.10, 2.90, 2.35, 3.25, 2.90, 2.35, 3.25, 2.90, 2.30, 2.80, 3.10, 2.40, 3.10, 2.87, 2.59, 3.31, 2.93, 2.30, 3.25, 2.88, 2.50, 3.13, 2.80
-1.00, 1.95, 3.50, 3.75, 1.95, 3.30, 3.80, 1.95, 3.30, 3.80, 2.00, 3.20, 3.30, 1.83, 3.40, 4.00, 2.05, 3.55, 3.87, 1.83, 3.40, 4.00, 2.00, 3.40, 3.60
1.00, 2.00, 3.40, 3.75, 1.95, 3.30, 3.80, 1.95, 3.30, 3.80, 1.90, 3.10, 3.80, 1.95, 3.40, 3.60, 2.04, 3.55, 3.87, 2.00, 3.40, 3.40, 1.95, 3.40, 3.75
0.00, 1.85, 3.40, 4.33, 1.85, 3.40, 4.10, 1.85, 3.40, 4.10, 1.50, , 1.50, 1.80, 3.40, 4.33, 1.85, 3.67, 4.58, 1.83, 3.40, 4.00, 1.80, 3.30, 4.50
-1.00, 9.00, 5.50, 1.30, 9.50, 5.50, 1.26, 9.50, 5.50, 1.26, 11.00, 4.80, 1.22, 9.50, 5.50, 1.25, 13.59, 6.12, 1.26, 9.50, 4.80, 1.29, 9.00, 5.50, 1.27
-1.00, 3.40, 3.40, 2.10, 3.20, 3.20, 2.20, 3.20, 3.20, 2.20, 3.30, 2.80, 2.20, 3.20, 3.20, 2.20, 3.56, 3.52, 2.15, 3.10, 3.30, 2.15, 3.30, 3.20, 2.10
0.00, 9.00, 4.20, 1.40, 7.50, 4.40, 1.35, 8.00, 4.00, 1.40, 7.00, 3.60, 1.45, 7.00, 4.00, 1.44, 8.00, 3.80, 1.40, 7.00, 3.80, 1.40, 8.50, 4.00, 1.40
0.00, 3.25, 3.10, 2.30, 2.90, 3.00, 2.35, 3.00, 3.10, 2.30, 2.90, 2.90, 2.40, 2.90, 3.10, 2.38, 2.90, 3.10, 2.30, 3.10, 2.90, 2.20, 3.20, 3.00, 2.30
0.00, 1.40, 4.33, 8.50, 1.37, 4.20, 7.50, 1.35, 4.25, 8.00, 1.40, 3.70, 7.50, 1.36, 4.33, 8.00, 1.36, 4.20, 7.50, 1.33, 4.00, 8.50, 1.36, 4.20, 9.50
0.00, 2.80, 3.10, 2.60, 2.95, 2.95, 2.35, 2.80, 3.00, 2.45, 2.60, 3.00, 2.60, 3.00, 3.00, 2.38, 2.90, 3.00, 2.35, 2.88, 3.00, 2.40, 2.75, 3.00, 2.63
-1.00, 7.00, 4.00, 1.50, 6.25, 4.00, 1.45, 6.00, 3.60, 1.53, 7.50, 3.70, 1.40, 7.00, 3.40, 1.53, 6.25, 3.60, 1.50, 7.00, 4.00, 1.44, 6.50, 3.90, 1.50
0.00, 1.91, 3.20, 4.33, 1.83, 3.00, 4.50, 1.75, 3.25, 4.50, 1.75, 3.10, 4.50, 1.80, 3.25, 4.50, 1.75, 3.25, 4.50, 1.85, 3.10, 4.40, 1.83, 3.20, 4.50
1.00, 2.50, 3.10, 2.90, 2.50, 2.95, 2.75, 2.55, 3.00, 2.70, 2.40, 3.00, 2.80, 2.40, 3.20, 2.80, 2.60, 3.00, 2.60, 2.50, 3.20, 2.62, 2.50, 3.20, 2.70
-1.00, 2.50, 3.20, 2.80, 2.45, 3.00, 2.80, 2.40, 3.00, 2.90, 2.30, 3.00, 2.90, 2.38, 3.00, 3.00, 2.40, 3.00, 2.85, 2.40, 3.00, 2.90, 2.40, 3.00, 3.00
1.00, 1.17, 7.00, 16.00, 1.16, 7.00, 13.50, 1.17, 6.00, 15.00, 1.15, 5.70, 14.00, 1.14, 6.00, 13.00, 1.15, 6.00, 15.00, 1.18, 6.00, 13.00, 1.15, 6.50, 15.00
1.00, 1.20, 6.50, 13.00, 1.18, 6.75, 12.00, 1.20, 5.75, 12.00, 1.20, 5.00, 12.00, 1.17, 5.50, 11.00, 1.20, 5.50, 12.00, 1.18, 5.50, 11.00, 1.17, 6.50, 15.00
1.00, 2.40, 3.10, 3.10, 2.20, 2.95, 3.50, 2.25, 3.00, 3.20, 2.30, 2.90, 3.00, 2.20, 3.00, 3.00, 2.30, 2.90, 3.10, 2.25, 2.80, 3.10, 2.25, 3.10, 3.10
0.00, 4.75, 3.25, 1.83, 4.75, 3.50, 1.72, 4.50, 3.30, 1.77, 4.20, 3.10, 1.80, 4.50, 3.50, 1.62, 4.33, 3.15, 1.80, 4.00, 3.20, 1.80, 4.50, 3.30, 1.80
1.00, 2.00, 3.20, 4.00, 2.05, 3.00, 3.90, 2.05, 3.10, 3.60, 2.20, 2.90, 3.20, 2.00, 3.20, 3.20, 2.05, 2.95, 3.60, 2.00, 2.90, 3.60, 2.00, 3.10, 3.80
1.00, 1.62, 3.60, 6.00, 1.65, 3.40, 5.50, 1.60, 3.50, 5.50, 1.60, 3.40, 5.20, 1.67, 3.25, 4.50, 1.55, 3.50, 5.75, 1.55, 3.40, 5.50, 1.60, 3.25, 6.50
0.00, 2.20, 3.20, 3.40, 2.20, 3.00, 3.40, 2.20, 3.10, 3.25, 2.25, 2.90, 3.10, 2.20, 3.00, 3.00, 2.15, 3.05, 3.25, 2.10, 2.90, 3.30, 2.20, 3.10, 3.20
1.00, 2.50, 3.00, 3.00, 2.55, 2.85, 2.95, 2.50, 3.00, 2.80, 2.40, 3.00, 2.80, 2.38, 3.10, 2.62, 2.45, 3.00, 2.80, 2.45, 2.90, 3.00, 2.50, 3.00, 2.88
0.00, 2.70, 3.00, 2.75, 2.70, 2.95, 2.70, 2.60, 3.00, 2.70, 2.50, 3.00, 2.70, 2.62, 3.10, 2.38, 2.65, 2.95, 2.60, 2.75, 2.80, 2.70, 2.63, 3.10, 2.63
-1.00, 1.91, 3.20, 4.33, 1.88, 2.95, 4.75, 1.85, 3.30, 4.00, 1.70, 3.30, 4.50, 1.67, 3.30, 4.50, 1.80, 3.25, 4.20, 1.95, 3.10, 4.00, 1.83, 3.20, 4.33
-1.00, 2.10, 3.10, 3.75, 2.20, 3.00, 3.40, 2.10, 3.10, 3.40, 2.10, 3.00, 3.30, 2.00, 3.00, 3.40, 2.10, 3.10, 3.30, 2.15, 2.90, 3.60, 2.00, 3.10, 3.75
-1.00, 1.44, 4.00, 8.00, 1.44, 4.00, 7.50, 1.45, 3.90, 7.00, 1.40, 3.70, 7.50, 1.40, 3.75, 7.00, 1.44, 3.75, 7.00, 1.44, 4.00, 7.00, 1.44, 4.00, 7.00
-1.00, 6.50, 3.80, 1.53, 5.75, 3.80, 1.55, 5.50, 3.50, 1.60, 5.80, 3.40, 1.55, 4.50, 3.50, 1.62, 5.25, 3.60, 1.57, 5.00, 3.75, 1.60, 6.00, 3.75, 1.53
-1.00, 3.60, 3.20, 2.10, 3.60, 3.10, 2.10, 3.40, 3.10, 2.10, 3.10, 3.00, 2.20, 2.88, 3.10, 2.20, 3.30, 3.10, 2.10, 3.60, 3.10, 2.05, 3.25, 3.10, 2.20
-1.00, 2.20, 3.20, 3.40, 2.15, 3.00, 3.50, 2.15, 3.10, 3.30, 2.10, 3.00, 3.30, 2.10, 3.20, 3.40, 2.20, 3.00, 3.20, 2.05, 3.10, 3.50, 2.15, 3.20, 3.25
-1.00, 12.00, 5.00, 1.29, 10.00, 5.00, 1.28, 9.00, 4.75, 1.30, 4.00, 4.20, 1.33, 10.00, 4.50, 1.30, 10.00, 4.50, 1.29, 10.00, 4.50, 1.25, 10.00, 4.75, 1.30
1.00, 1.14, 7.00, 21.00, 1.14, 6.75, 18.50, 1.17, 6.00, 15.00, 1.12, 6.00, 16.00, 1.17, 6.00, 17.00, 1.13, 6.50, 15.00, 1.14, 6.50, 19.00, 1.18, 5.75, 17.00
1.00, 1.33, 5.00, 9.00, 1.28, 5.00, 10.00, 1.30, 4.75, 9.00, 1.25, 4.60, 10.50, 1.29, 5.00, 9.50, 1.25, 5.00, 10.00, 1.29, 4.50, 11.00, 1.29, 4.75, 10.00
-1.00, 4.75, 3.25, 1.83, 5.25, 3.30, 1.70, 4.20, 3.25, 1.83, 4.00, 3.10, 1.85, 4.50, 3.20, 1.83, 4.20, 3.25, 1.80, 4.00, 3.25, 1.85, 4.33, 3.25, 1.83
-1.00, 2.20, 3.20, 3.40, 2.25, 3.10, 3.20, 2.20, 3.10, 3.20, 2.10, 3.00, 3.30, 2.10, 3.20, 3.40, 2.15, 3.15, 3.15, 2.20, 3.10, 3.20, 2.20, 3.10, 3.25
1.00, 2.10, 3.10, 3.80, 1.95, 3.20, 3.90, 2.05, 3.10, 3.60, 2.00, 3.00, 3.60, 2.00, 3.25, 3.60, 2.00, 3.10, 3.60, 2.00, 3.10, 3.60, 2.00, 3.00, 4.00
-1.00, 1.91, 3.25, 4.33, 1.91, 3.10, 4.25, 1.90, 3.20, 4.00, 1.90, 3.10, 3.90, 1.91, 3.20, 4.00, 1.91, 3.20, 3.75, 1.91, 3.10, 4.00, 1.83, 3.20, 4.50
1.00, 1.44, 4.33, 7.00, 1.45, 4.00, 7.00, 1.44, 4.00, 7.00, 1.40, 3.70, 7.50, 1.44, 4.00, 7.00, 1.40, 4.20, 7.00, 1.40, 4.20, 7.00, 1.40, 4.00, 8.00
1.00, 2.50, 3.10, 2.90, 2.40, 2.95, 3.10, 2.40, 3.00, 2.90, 2.30, 2.90, 3.00, 2.38, 3.10, 2.90, 2.40, 3.10, 2.75, 2.38, 3.10, 2.88, 2.50, 3.10, 2.75
0.00, 2.15, 3.20, 3.50, 2.10, 3.10, 3.60, 2.20, 3.00, 3.25, 2.20, 3.00, 3.10, 2.10, 3.00, 3.20, 2.20, 3.10, 3.10, 2.20, 3.00, 3.30, 2.20, 3.10, 3.20
1.00, 2.20, 3.20, 3.40, 1.95, 3.20, 3.90, 2.10, 3.10, 3.40, 2.00, 3.05, 3.55, 2.00, 3.00, 3.40, 2.10, 3.15, 3.25, 2.20, 3.00, 3.30, 2.15, 3.20, 3.25
1.00, 1.20, 6.00, 16.00, 1.20, 5.70, 11.00, 1.20, 5.50, 13.00, 1.20, 5.00, 12.00, 1.17, 5.50, 13.00, 1.17, 6.00, 13.00, 1.18, 6.00, 13.00, 1.17, 5.75, 17.00
0.00, 15.00, 6.00, 1.20, 13.50, 5.75, 1.20, 11.00, 5.50, 1.22, 12.00, 5.00, 1.20, 11.00, 5.00, 1.20, 11.00, 5.75, 1.20, 13.00, 5.50, 1.20, 15.00, 5.00, 1.22
-1.00, 2.80, 3.10, 2.60, 2.80, 3.00, 2.55, 2.80, 3.00, 2.50, 2.60, 3.00, 2.60, 2.50, 3.10, 2.50, 2.70, 3.00, 2.50, 2.80, 3.00, 2.50, 2.88, 3.00, 2.50
1.00, 2.38, 3.10, 3.10, 2.50, 3.00, 2.90, 2.50, 3.00, 2.80, 2.40, 3.00, 2.80, 2.25, 3.00, 2.88, 2.40, 3.00, 2.85, 2.38, 2.90, 3.10, 2.38, 3.10, 2.90
0.00, 3.10, 3.10, 2.40, 3.10, 3.00, 2.35, 2.70, 3.00, 2.60, 2.80, 3.00, 2.40, 2.88, 3.10, 2.20, 2.85, 3.00, 2.40, 3.00, 3.10, 2.30, 2.70, 3.00, 2.63
-1.00, 4.60, 3.30, 1.85, 4.75, 3.25, 1.78, 4.00, 3.20, 1.90, 4.20, 3.10, 1.80, 4.00, 3.10, 1.80, 4.30, 3.20, 1.80, 3.80, 3.20, 1.95, 4.20, 3.20, 1.87
0.00, 1.83, 3.75, 4.00, 1.85, 3.80, 4.10, 1.85, 3.30, 4.00, 1.80, 3.10, 4.20, 1.80, 3.20, 4.33, 1.80, 3.40, 4.00, 1.83, 3.30, 4.00, 1.87, 3.50, 4.00
1.00, 1.53, 3.80, 6.50, 1.50, 3.75, 6.75, 1.55, 3.60, 6.00, 1.45, 3.60, 7.00, 1.50, 3.40, 6.00, 1.53, 3.60, 5.75, 1.55, 3.60, 6.00, 1.50, 3.60, 7.00
1.00, 1.33, 4.50, 11.00, 1.33, 4.60, 9.00, 1.33, 4.50, 9.00, 1.35, 4.00, 8.00, 1.36, 3.75, 8.00, 1.30, 4.50, 9.00, 1.36, 4.33, 8.00, 1.33, 4.50, 9.00
0.00, 2.50, 3.10, 2.90, 2.50, 3.00, 2.85, 2.40, 3.00, 2.90, 2.40, 3.00, 2.80, 2.20, 3.00, 3.00, 2.35, 3.00, 2.90, 2.38, 3.00, 2.90, 2.38, 3.00, 3.00
1.00, 2.38, 3.00, 3.20, 2.20, 3.10, 3.30, 2.30, 3.00, 3.10, 2.30, 3.00, 2.90, 2.20, 3.00, 3.00, 2.40, 3.00, 2.85, 2.38, 3.00, 3.00, 2.38, 3.00, 3.00
1.00, 2.30, 3.10, 3.20, 2.30, 3.00, 3.20, 2.25, 3.10, 3.10, 2.20, 3.00, 3.10, 2.10, 3.00, 3.20, 2.25, 3.05, 3.05, 2.20, 3.10, 3.10, 2.25, 3.00, 3.25
-1.00, 2.38, 3.10, 3.10, 2.40, 3.00, 3.00, 2.35, 3.10, 2.90, 2.20, 3.00, 3.10, 2.20, 3.00, 3.00, 2.35, 3.00, 2.90, 2.40, 3.00, 2.90, 2.25, 3.10, 3.10
1.00, 2.05, 3.20, 3.75, 2.00, 3.10, 3.90, 2.05, 3.10, 3.60, 1.85, 3.10, 4.00, 1.91, 3.00, 3.75, 2.00, 3.10, 3.60, 2.00, 3.20, 3.60, 2.00, 3.20, 3.75
1.00, 2.40, 3.20, 3.00, 2.30, 3.10, 3.10, 2.40, 3.10, 2.85, 2.30, 3.00, 2.90, 2.20, 3.00, 3.00, 2.45, 3.15, 2.90, 2.38, 3.20, 2.75, 2.25, 3.25, 3.00
1.00, 1.17, 7.00, 15.00, 1.18, 6.00, 15.00, 1.15, 6.50, 16.00, 1.15, 5.70, 14.00, 1.17, 5.50, 11.00, 1.17, 6.50, 17.00, 1.14, 6.50, 15.00, 1.15, 7.00, 15.00
-1.00, 8.00, 4.50, 1.40, 8.00, 4.10, 1.40, 8.50, 4.25, 1.36, 8.00, 4.20, 1.33, 8.00, 3.75, 1.36, 8.50, 4.50, 1.36, 7.50, 4.33, 1.36, 8.00, 4.50, 1.36
